"title","a_score","m_score","score_gap","a_rank","m_rank","members","fixed_aired","fixed_published"
Gekkan Shoujo Nozaki-kun,7.83,8.44,-0.60999966,862,175,77611,Jul 2014 - Sep 2014,Aug 2011 - Dec 2023
The God of High School,7.07,7.68,-0.60999966,3671,1746,69453,Jul 2020 - Sep 2020,Apr 2011 - Oct 2022
Hori-san to Miyamura-kun,7.39,8.0,-0.61000013,2145,722,14095,Sep 2012 - May 2021,Feb 2007 - Dec 2011
Asagiri no Miko,6.1,6.71,-0.61000013,8403,12506,665,Jul 2002 - Dec 2002,Jan 2000 - Jun 2007
Uchi no Kaisha no Chiisai Senpai no Hanashi,6.67,7.28,-0.61000013,5504,4891,9261,Jul 2023 - Dec 2023,Apr 2020 - Dec 2023
Val x Love,5.9,6.51,-0.61000013,9303,14787,5641,Oct 2019 - Dec 2019,Dec 2015 - Dec 2023
Sword Art Online Alternative: Gun Gale Online,7.0,7.61,-0.61000013,4016,2128,3624,Apr 2018 - Jul 2018,Dec 2014 - Dec 2023
Tsubasa to Hotaru,6.8,7.42,-0.6199999,4856,3460,13475,Mar 2014 - Mar 2014,Aug 2013 - Nov 2017
Machine-Doll wa Kizutsukanai,7.05,7.67,-0.6199999,3787,1771,4658,Oct 2013 - Dec 2013,Nov 2009 - Jul 2017
Jinki:Extend,6.1,6.72,-0.6199999,8416,12334,528,Jan 2005 - Mar 2005,Feb 2002 - Jun 2006
Hatsukoi Monster,5.48,6.1,-0.6199999,10894,17111,3650,Jul 2016 - Sep 2016,Jan 2013 - Dec 2023
Isekai Cheat Magician,5.46,6.08,-0.6199999,10961,17149,10513,Jul 2019 - Sep 2019,Dec 2016 - Dec 2023
Hetalia Axis Powers,7.27,7.89,-0.6199999,2723,994,22038,Jan 2009 - Mar 2010,Mar 2008 - Jun 2013
Maji de Watashi ni Koi Shinasai!,6.67,7.29,-0.6199999,5488,4694,8027,Oct 2011 - Dec 2011,May 2010 - Jun 2013
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",6.51,7.13,-0.6199999,6374,6723,683,Jul 2023 - Dec 2023,Aug 2016 - Dec 2023
Machikado Mazoku,7.65,8.27,-0.62000036,1264,338,8159,Jul 2019 - Sep 2019,Jun 2014 - Dec 2023
Seiken no Blacksmith,6.66,7.28,-0.62000036,5572,4851,3098,Oct 2009 - Dec 2009,Nov 2007 - Aug 2013
Upotte!!,6.45,7.07,-0.62000036,6674,7550,3215,Apr 2012 - Jun 2012,Jul 2009 - Dec 2023
Black Jack,7.73,8.35,-0.62000036,1069,251,21139,Dec 1993 - Dec 2011,Nov 1973 - Oct 1983
Ibara no Ou,6.89,7.51,-0.62000036,4456,2763,16433,Oct 2009 - Oct 2009,Sep 2002 - Sep 2005
Donten ni Warau,7.48,8.11,-0.62999964,1794,553,22348,Oct 2014 - Dec 2014,Oct 2010 - May 2013
Karin,7.11,7.74,-0.62999964,3509,1485,34003,Nov 2005 - May 2006,Apr 2003 - Feb 2008
Dorohedoro,8.05,8.68,-0.6300001,532,55,160787,Jan 2020 - Mar 2020,Nov 2000 - Sep 2018
Yesterday wo Utatte,6.88,7.51,-0.6300001,4509,2766,18131,Apr 2020 - Jun 2020,Dec 1997 - Jun 2015
Kakegurui Twin,7.23,7.86,-0.6300001,2901,1045,8900,Aug 2022 - Aug 2022,Sep 2015 - Dec 2023
Eden's Bowy,6.5,7.13,-0.6300001,6415,6626,638,Apr 1999 - Sep 1999,Dec 1993 - Sep 2009
B-gata H-kei,6.85,7.48,-0.6300001,4648,2966,18515,Apr 2010 - Jun 2010,Apr 2004 - Feb 2011
Platinum End,6.06,6.69,-0.6300001,8607,12671,62702,Oct 2021 - Mar 2022,Nov 2015 - Jan 2021
Majo no Tabitabi,7.55,8.19,-0.6399994,1565,418,9929,Oct 2020 - Dec 2020,Apr 2016 - Dec 2023
Sakura Trick,6.96,7.6,-0.63999987,4186,2213,9790,Jan 2014 - Mar 2014,Mar 2011 - Aug 2017
Dokyuu Hentai HxEros,5.75,6.39,-0.63999987,9916,15799,10493,Jul 2020 - Sep 2020,May 2017 - Feb 2021
Boku wa Imouto ni Koi wo Suru,6.21,6.85,-0.63999987,7823,10580,8322,May 2005 - May 2005,Dec 2002 - Jun 2005
Niehime to Kemono no Ou,7.3,7.94,-0.63999987,2525,843,13989,Apr 2023 - Dec 2023,Aug 2015 - Oct 2020
Asobi ni Iku yo!,6.58,7.22,-0.63999987,5976,5575,2623,Jul 2010 - Sep 2010,Aug 2006 - Jun 2014
Kekkou Kamen,5.57,6.21,-0.63999987,10604,16765,1048,Aug 1991 - Mar 1992,Aug 1974 - Jan 1978
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",6.31,6.95,-0.63999987,7367,9211,1107,Jul 2022 - Sep 2022,May 2018 - Dec 2023
Senryuu Shoujo,7.38,8.02,-0.64000034,2176,691,30107,Apr 2019 - Jun 2019,Oct 2016 - Apr 2020
Bus Gamer,6.49,7.13,-0.64000034,6475,6631,2239,Mar 2008 - Mar 2008,Mar 2006 - Apr 2009
Ashita no Joe,8.29,8.94,-0.6499996,249,14,48270,Apr 1970 - Sep 1971,Jan 1968 - May 1973
Seikon no Qwaser,6.35,7.0,-0.6500001,7186,8465,12806,Jan 2010 - Jun 2010,Aug 2006 - Jul 2016
Occultic;Nine,6.89,7.54,-0.6500001,4473,2519,2400,Oct 2016 - Dec 2016,Aug 2014 - Sep 2017
Arslan Senki,6.88,7.53,-0.6500001,4515,2606,1764,Aug 1991 - Sep 1995,Aug 1986 - Dec 2017
Leadale no Daichi nite,6.94,7.59,-0.6500001,4229,2228,2087,Jan 2022 - Mar 2022,Jan 2019 - Dec 2023
Kenja no Mago,6.62,7.27,-0.6500001,5772,4924,6049,Apr 2019 - Jun 2019,Jul 2015 - Dec 2023
Kawaii dake ja Nai Shikimori-san,6.92,7.57,-0.6500001,4342,2384,61025,Apr 2022 - Jul 2022,Feb 2019 - Feb 2023
Kanojo ga Flag wo Oraretara,6.37,7.02,-0.6500001,7096,8212,4431,Apr 2014 - Jun 2014,Nov 2011 - Feb 2015
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",6.36,7.01,-0.6500001,7122,8335,13923,Apr 2023 - Jun 2023,Dec 2019 - Dec 2023
Rosario to Vampire,6.75,7.4,-0.6500001,5122,3590,1473,Jan 2008 - Mar 2008,Aug 2008 - Aug 2008
"Inari, Konkon, Koi Iroha.",7.19,7.84,-0.6500001,3107,1115,17758,Jan 2014 - Mar 2014,Jul 2010 - Apr 2015
Seikoku no Dragonar,6.42,7.07,-0.6500001,6816,7467,8553,Apr 2014 - Jun 2014,Apr 2011 - Nov 2016
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.06,7.71,-0.6500001,3752,1606,5828,Apr 2017 - Jul 2017,May 2014 - Dec 2023
Shinigami no Ballad.,6.89,7.54,-0.6500001,4478,2540,2300,Mar 2006 - Apr 2006,May 2005 - Feb 2007
Shinrei Tantei Yakumo,7.31,7.96,-0.6500001,2514,817,19290,Oct 2010 - Dec 2010,Jun 2009 - Jun 2016
Mayo Chiki!,7.23,7.88,-0.6500001,2907,1005,7352,Jul 2011 - Sep 2011,Nov 2009 - Jul 2012
Yuru Yuri,7.57,8.23,-0.6599994,1481,382,13981,Jul 2011 - Sep 2011,Jun 2008 - Dec 2023
Gangsta.,7.41,8.07,-0.65999985,2050,611,63602,Jul 2015 - Sep 2015,Jan 2011 - Dec 2023
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.8,7.46,-0.65999985,4883,3085,1580,Jan 2020 - Mar 2020,Aug 2018 - Dec 2023
Cooking Papa,6.61,7.27,-0.65999985,5830,4944,1238,Apr 1992 - May 1995,Jan 1984 - Dec 2023
Gokusen,7.41,8.07,-0.65999985,2053,607,16517,Jan 2004 - Mar 2004,Dec 1999 - Feb 2007
Osananajimi ga Zettai ni Makenai Love Comedy,6.07,6.73,-0.65999985,8541,12255,2845,Apr 2021 - Jun 2021,Jun 2019 - Dec 2023
Rokudenashi Majutsu Koushi to Akashic Records,7.14,7.8,-0.6600003,3382,1268,8102,Apr 2017 - Jun 2017,Jul 2014 - Dec 2023
"Kono Healer, Mendokusai",6.35,7.01,-0.6600003,7176,8337,3390,Apr 2022 - Jun 2022,Jul 2019 - Dec 2023
Tonari no Kaibutsu-kun,7.47,8.13,-0.6600003,1833,510,104819,Oct 2012 - Dec 2012,Aug 2008 - Nov 2013
Plunderer,6.62,7.28,-0.6600003,5786,4904,25945,Jan 2020 - Jun 2020,Dec 2014 - Apr 2022
Sazae-san,6.1,6.76,-0.6600003,8386,11873,655,Oct 1969 - Dec 2023,Apr 1946 - Feb 1974
Tsurezure Children,7.56,8.23,-0.6699996,1529,369,55912,Jul 2017 - Sep 2017,Aug 2014 - Jul 2018
Monster Musume no Oishasan,6.53,7.2,-0.6699996,6232,5782,2799,Jul 2020 - Sep 2020,Jun 2016 - Mar 2022
Babel Nisei,6.3,6.97,-0.6699996,7402,8998,766,Jan 1973 - Sep 1973,Jul 1971 - Nov 1973
IS: Infinite Stratos,6.63,7.3,-0.6700001,5713,4679,5085,Jan 2011 - Apr 2011,May 2009 - Dec 2023
ēlDLIVE,6.1,6.77,-0.6700001,8405,11738,4822,Jan 2017 - Mar 2017,Aug 2013 - Nov 2018
Renai Boukun,6.62,7.29,-0.6700001,5789,4704,23826,Apr 2017 - Jun 2017,May 2012 - Dec 2018
"Tantei wa Mou, Shindeiru.",6.37,7.04,-0.6700001,7066,7925,3068,Jul 2021 - Sep 2021,May 2020 - Dec 2023
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.5,7.17,-0.6700001,6427,6116,4364,Jul 2019 - Sep 2019,Jan 2017 - Jan 2022
Kanokon,6.38,7.05,-0.6700001,7019,7746,10508,Apr 2008 - Jun 2008,Aug 2006 - Aug 2010
Kashimashi: Girl Meets Girl,6.63,7.3,-0.6700001,5716,4588,8431,Jan 2006 - Mar 2006,May 2004 - Apr 2007
Mamotte! Lollipop,6.61,7.28,-0.6700001,5797,4816,5998,Jul 2006 - Sep 2006,Nov 2002 - Aug 2005
Mahou Sensou,5.97,6.64,-0.6700001,9008,13308,1693,Jan 2014 - Mar 2014,Nov 2011 - Sep 2015
Ore no Imouto ga Konnani Kawaii Wake ga Nai,6.96,7.63,-0.6700001,4179,2006,10566,Oct 2010 - Dec 2010,Aug 2008 - Dec 2023
Goshuushou-sama Ninomiya-kun,6.66,7.33,-0.6700001,5547,4288,976,Oct 2007 - Dec 2007,Apr 2007 - Aug 2008
Fate/kaleid liner Prisma☆Illya 3rei!!,7.5,8.17,-0.6700001,1714,453,9271,Jul 2016 - Sep 2016,May 2012 - Dec 2023
Maoyuu Maou Yuusha,7.24,7.91,-0.6700001,2831,944,7200,Jan 2013 - Mar 2013,Dec 2010 - Jan 2012
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.1,7.77,-0.6700001,3538,1350,6549,Jul 2019 - Sep 2019,Feb 2015 - Sep 2019
Monster Musume no Iru Nichijou,6.97,7.64,-0.6700001,4124,1946,74422,Jul 2015 - Sep 2015,Mar 2012 - Dec 2023
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.55,8.23,-0.67999935,1547,368,28054,Apr 2015 - Jun 2015,Jan 2013 - Dec 2023
Senyuu.,7.28,7.96,-0.6799998,2671,819,5217,Jan 2013 - Apr 2013,May 2012 - Apr 2013
ReLIFE,7.97,8.65,-0.6799998,630,65,155374,Jul 2016 - Sep 2016,Oct 2013 - Mar 2018
Wata no Kuni Hoshi,6.81,7.49,-0.6799998,4848,2898,788,Feb 1984 - Feb 1984,Mar 1978 - Jan 1984
Wonder 3,6.86,7.54,-0.6799998,4583,2508,702,Jun 1965 - Jun 1966,May 1965 - May 1966
Nabari no Ou,7.26,7.94,-0.6799998,2760,854,22039,Apr 2008 - Sep 2008,May 2004 - Aug 2010
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,6.32,7.0,-0.6799998,7326,8516,7769,Jan 2023 - Mar 2023,Oct 2019 - Jan 2023
Asobi ni Iku yo!,6.58,7.26,-0.6800003,5976,5127,1273,Jul 2010 - Sep 2010,Oct 2003 - Feb 2015
Kämpfer,6.37,7.06,-0.69000006,7044,7707,2321,Oct 2009 - Dec 2009,Nov 2006 - Mar 2010
Suzuka,7.18,7.87,-0.69000006,3161,1033,48269,Jul 2005 - Dec 2005,Feb 2004 - Sep 2007
Satsuriku no Tenshi,6.96,7.65,-0.69000006,4187,1914,17595,Jul 2018 - Oct 2018,Oct 2015 - Sep 2020
Bungou Stray Dogs,7.82,8.51,-0.69000006,877,130,83308,Apr 2016 - Jun 2016,Dec 2012 - Dec 2023
F,6.69,7.38,-0.69000006,5398,3791,1099,Mar 1988 - Dec 1988,Jul 1985 - Aug 1992
Gunslinger Girl,7.39,8.08,-0.69000006,2143,589,23943,Oct 2003 - Feb 2004,May 2002 - Sep 2012
Dance in the Vampire Bund,6.99,7.68,-0.69000006,4061,1730,27038,Jan 2010 - Apr 2010,Dec 2005 - Sep 2012
Starry☆Sky,6.09,6.78,-0.69000006,8459,11568,942,Dec 2010 - Jun 2011,Apr 2010 - Sep 2013
Chocolate Underground,6.09,6.78,-0.69000006,8429,11551,665,Jun 2008 - Sep 2008,Jan 2008 - Jun 2008
RDG: Red Data Girl,6.56,7.25,-0.69000006,6081,5250,1152,Apr 2013 - Jun 2013,Oct 2012 - Jul 2014
Uragiri wa Boku no Namae wo Shitteiru,7.21,7.9,-0.69000006,2997,964,11776,Apr 2010 - Sep 2010,Sep 2005 - Apr 2017
Nozo x Kimi,6.37,7.06,-0.69000006,7056,7640,19207,Aug 2014 - Feb 2015,Feb 2011 - Apr 2015
Gakuen Alice,7.64,8.33,-0.69000006,1284,265,41318,Oct 2004 - May 2005,Sep 2002 - Jun 2013
Orange,7.62,8.31,-0.69000053,1344,284,150463,Jul 2016 - Sep 2016,Mar 2012 - Apr 2022
Fudanshi Koukou Seikatsu,6.52,7.22,-0.6999998,6298,5510,3950,Jul 2016 - Sep 2016,May 2015 - Sep 2018
Nijiiro Days,7.27,7.97,-0.6999998,2686,784,39071,Jan 2016 - Jun 2016,Dec 2011 - May 2018
Yami no Matsuei,7.03,7.73,-0.6999998,3885,1527,7534,Oct 2000 - Dec 2000,Mar 1994 - Jan 2015
Koroshi Ai,6.9,7.6,-0.6999998,4414,2183,16608,Jan 2022 - Mar 2022,Oct 2015 - Jan 2023
Digimon Xros Wars,6.67,7.37,-0.6999998,5519,3851,1624,Jul 2010 - Mar 2011,Jun 2010 - Mar 2012
X,7.4,8.1,-0.7000003,2087,566,23935,Oct 2001 - Mar 2002,Mar 1992 - Mar 2003
Atom: The Beginning,6.81,7.51,-0.7000003,4816,2758,2612,Apr 2017 - Jul 2017,Dec 2014 - Dec 2023
Love Hina,7.1,7.8,-0.7000003,3572,1243,66355,Apr 2000 - Sep 2000,Oct 1998 - Oct 2001
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.82,8.52,-0.7000003,884,128,16319,Jan 2023 - Mar 2023,Jun 2019 - Dec 2023
Midori no Makibao,6.97,7.68,-0.71000004,4123,1757,376,Mar 1996 - Jul 1997,Nov 1994 - Apr 1997
Piano no Mori,7.62,8.33,-0.71000004,1346,267,14865,Jul 2007 - Jul 2007,Aug 1998 - Nov 2015
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,6.86,7.57,-0.71000004,4721,2387,32212,Jul 2023 - Dec 2023,Oct 2018 - Dec 2023
"Maou-sama, Retry!",6.55,7.26,-0.71000004,6095,5069,2435,Jul 2019 - Sep 2019,Jun 2017 - Dec 2023
Servamp,6.89,7.6,-0.71000004,4476,2208,16949,Jul 2016 - Sep 2016,Jun 2011 - Dec 2023
Shigurui,7.37,8.08,-0.71000004,2233,592,26682,Jul 2007 - Oct 2007,Jun 2003 - Jul 2010
No.6,7.56,8.27,-0.7100005,1518,337,46688,Jul 2011 - Sep 2011,Jan 2011 - Nov 2013
Hyakuren no Haou to Seiyaku no Valkyria,5.69,6.41,-0.7199998,10154,15666,1694,Jul 2018 - Sep 2018,Feb 2015 - Dec 2023
Makai Ouji: Devils and Realist,7.01,7.73,-0.7199998,3983,1542,15731,Jul 2013 - Sep 2013,Oct 2009 - Feb 2018
Arte,7.19,7.91,-0.7199998,3090,923,12145,Apr 2020 - Jun 2020,Oct 2013 - Dec 2023
"Kono Naka ni Hitori, Imouto ga Iru!",6.51,7.23,-0.7199998,6352,5448,1629,Jul 2012 - Sep 2012,Aug 2010 - Mar 2013
Angelique,6.27,6.99,-0.7199998,7565,8657,751,Mar 2004 - Mar 2005,Nov 1995 - Mar 2003
Madan no Ou to Vanadis,7.11,7.83,-0.7199998,3515,1142,7021,Oct 2014 - Dec 2014,Apr 2011 - Nov 2017
Soredemo Machi wa Mawatteiru,7.44,8.16,-0.7199998,1943,465,8459,Oct 2010 - Dec 2010,Mar 2005 - Oct 2016
Mahou Sensou,5.97,6.69,-0.72000027,9008,12681,3006,Jan 2014 - Mar 2014,Apr 2013 - Jun 2015
Jaku-Chara Tomozaki-kun,7.12,7.84,-0.72000027,3490,1112,9273,Jan 2021 - Mar 2021,May 2016 - Dec 2023
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.0,8.72,-0.72000027,597,44,12694,Oct 2019 - Dec 2019,Jan 2015 - Dec 2023
Ushio to Tora,7.14,7.87,-0.73,3389,1038,8413,Sep 1992 - Aug 1993,Feb 1990 - Oct 1996
Amatsuki,6.88,7.61,-0.73,4512,2141,11393,Apr 2008 - Jun 2008,Jul 2004 - Aug 2017
Urara Meirochou,7.12,7.85,-0.73,3468,1105,4610,Jan 2017 - Mar 2017,Apr 2014 - Jun 2019
"07-Ghost",7.19,7.92,-0.73,3086,910,33122,Apr 2009 - Sep 2009,Apr 2005 - Aug 2013
Soul Eater NOT!,5.88,6.61,-0.73,9428,13704,22772,Apr 2014 - Jul 2014,Jan 2011 - Nov 2014
Spiral: Suiri no Kizuna,7.22,7.95,-0.73,2976,831,12024,Oct 2002 - Mar 2003,Aug 1999 - Oct 2005
Mahou Shoujo Tokushusen Asuka,6.33,7.06,-0.73,7257,7623,5405,Jan 2019 - Mar 2019,Jun 2015 - Feb 2021
Nana Maru San Batsu,6.67,7.4,-0.73,5494,3642,3287,Jul 2017 - Sep 2017,Nov 2010 - Oct 2020
Tokyo Ghoul,7.79,8.52,-0.7300005,935,126,477217,Jul 2014 - Sep 2014,Sep 2011 - Sep 2014
Beatless,6.21,6.95,-0.7399998,7821,9228,1707,Jan 2018 - Jun 2018,Jun 2011 - Jul 2012
Tomodachi Game,7.71,8.45,-0.7399998,1135,165,62586,Apr 2022 - Jun 2022,Dec 2013 - Dec 2023
Bokura ga Ita,7.25,7.99,-0.7399998,2789,744,47689,Jul 2006 - Dec 2006,Apr 2002 - Feb 2012
Isekai wa Smartphone to Tomo ni.,6.15,6.89,-0.7399998,8137,10002,10738,Jul 2017 - Sep 2017,Nov 2016 - Dec 2023
Rescue Me!,5.78,6.52,-0.7399998,9824,14719,3135,Jun 2013 - Jun 2013,Aug 2008 - Aug 2014
Jibaku Shounen Hanako-kun,7.84,8.58,-0.7399998,856,96,104945,Jan 2020 - Mar 2020,Dec 2014 - Dec 2023
Gamers!,6.76,7.5,-0.7399998,5078,2845,5472,Jul 2017 - Sep 2017,Mar 2015 - Oct 2019
Overlord,7.91,8.65,-0.7399998,715,66,59875,Jul 2015 - Sep 2015,Jul 2012 - Dec 2023
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.0,7.74,-0.7399998,4021,1477,53229,Jul 2013 - Sep 2013,Aug 2011 - Dec 2023
Hoshi no Koe,7.12,7.86,-0.74000025,3489,1064,23021,Feb 2002 - Feb 2002,Feb 2004 - Dec 2004
Dokaben,6.47,7.21,-0.74000025,6543,5650,532,Oct 1976 - Dec 1979,Mar 1972 - Mar 1981
C³,6.58,7.32,-0.74000025,5979,4385,1872,Oct 2011 - Dec 2011,Sep 2007 - Jun 2013
Dr. Slump,6.97,7.71,-0.74000025,4145,1612,15014,Nov 1997 - Sep 1999,Jan 1980 - Aug 1984
Code:Breaker,6.72,7.46,-0.74000025,5243,3149,41447,Oct 2012 - Dec 2012,Jun 2008 - Jul 2013
Kuroshitsuji,7.66,8.41,-0.75,1230,196,153545,Oct 2008 - Mar 2009,Sep 2006 - Dec 2023
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",6.36,7.11,-0.75,7122,6876,2720,Apr 2023 - Jun 2023,Dec 2018 - Dec 2023
Hirano to Kagiura,6.72,7.47,-0.75,5250,3024,441,Feb 2023 - Feb 2023,Oct 2018 - Oct 2018
Devils Line,6.83,7.58,-0.75,4734,2310,20258,Apr 2018 - Jun 2018,Mar 2013 - May 2019
Valkyrie Drive: Mermaid,6.05,6.8,-0.75,8626,11365,1161,Oct 2015 - Dec 2015,Oct 2015 - Aug 2016
School Days,5.53,6.28,-0.75,10736,16441,15285,Jul 2007 - Sep 2007,May 2006 - Sep 2007
Itsuka Tenma no Kuro Usagi,6.52,7.27,-0.75,6308,4945,1776,Jul 2011 - Sep 2011,Nov 2008 - Dec 2013
Naisho no Tsubomi,6.5,7.25,-0.75,6438,5141,921,Apr 2008 - Jun 2008,Feb 2004 - Feb 2012
Watashi no Yuri wa Oshigoto desu!,6.71,7.47,-0.75999975,5293,3006,8261,Apr 2023 - Jun 2023,Nov 2016 - Dec 2023
Kobo-chan,6.46,7.22,-0.75999975,6587,5522,252,Oct 1992 - Mar 1994,Apr 1982 - Oct 2003
Isuca,5.98,6.74,-0.75999975,8980,12086,7519,Jan 2015 - Mar 2015,Jul 2009 - Apr 2017
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.44,8.2,-0.75999975,1936,413,14684,Jan 2013 - Mar 2013,Apr 2011 - Apr 2015
Gakusen Toshi Asterisk,6.82,7.58,-0.75999975,4802,2295,6651,Oct 2015 - Dec 2015,Sep 2012 - Jun 2022
Honoo no Tenkousei,6.59,7.35,-0.75999975,5911,4121,1936,May 1991 - May 1991,Jul 1983 - Nov 1985
Imouto sae Ireba Ii.,7.28,8.04,-0.75999975,2643,660,9354,Oct 2017 - Dec 2017,Mar 2015 - Feb 2020
ChäoS;Child,6.31,7.07,-0.7600002,7385,7438,958,Jan 2017 - Mar 2017,Dec 2015 - Feb 2018
Golden Kamuy,7.87,8.63,-0.7600002,796,70,84796,Apr 2018 - Jun 2018,Aug 2014 - Apr 2022
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.01,8.77,-0.7600002,583,38,68418,Apr 2013 - Jun 2013,Mar 2011 - Apr 2021
Kaijuu no Kodomo,7.2,7.96,-0.7600002,3044,812,15030,Jun 2019 - Jun 2019,Dec 2005 - Sep 2011
Fukigen na Mononokean,7.42,8.18,-0.7600002,2030,436,12402,Jun 2016 - Sep 2016,Sep 2013 - Apr 2021
Kono Oto Tomare!,7.92,8.69,-0.7699995,695,52,39250,Apr 2019 - Jun 2019,Aug 2012 - Dec 2023
Dogs: Bullets & Carnage,7.3,8.07,-0.7699995,2552,606,34347,May 2009 - Jul 2009,Jun 2005 - Mar 2015
Totsukuni no Shoujo,7.55,8.32,-0.7699995,1537,271,69361,Sep 2019 - Sep 2019,Sep 2015 - Mar 2021
"Ore, Twintail ni Narimasu.",6.43,7.2,-0.77,6737,5823,1420,Oct 2014 - Dec 2014,Jun 2012 - Dec 2020
Saishuu Heiki Kanojo,7.14,7.91,-0.77,3383,929,16370,Jul 2002 - Sep 2002,Dec 1999 - Oct 2001
Medaka Box,7.02,7.79,-0.77,3937,1296,63813,Apr 2012 - Jun 2012,May 2009 - Apr 2013
Peach Boy Riverside,6.25,7.02,-0.77,7656,8159,5260,Jul 2021 - Sep 2021,Aug 2015 - Dec 2023
Kuma Miko,6.31,7.08,-0.77,7347,7407,1948,Apr 2016 - Jun 2016,Apr 2013 - Dec 2023
Yozakura Quartet,6.79,7.56,-0.77,4918,2444,12926,Oct 2008 - Dec 2008,Jan 2006 - Dec 2023
Shinmai Maou no Testament,6.71,7.48,-0.77,5335,2982,8193,Jan 2015 - Mar 2015,Sep 2012 - Mar 2021
Yagate Kimi ni Naru,7.9,8.67,-0.77,729,59,97046,Oct 2018 - Dec 2018,Apr 2015 - Sep 2019
Futatsu no Spica,7.37,8.14,-0.77000046,2207,501,5922,Nov 2003 - Mar 2004,Sep 2001 - Aug 2009
Maburaho,6.74,7.51,-0.77000046,5165,2762,866,Oct 2003 - Apr 2004,Dec 2001 - Mar 2015
Thermae Romae,6.94,7.72,-0.77999973,4245,1555,7605,Jan 2012 - Jan 2012,Jan 2008 - Mar 2013
Mahouka Koukou no Rettousei,7.41,8.19,-0.77999973,2062,420,28923,Apr 2014 - Sep 2014,Jul 2011 - Sep 2020
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.09,6.87,-0.77999973,8467,10285,656,Aug 2017 - Aug 2017,Jun 2017 - Jun 2017
Nakanohito Genome [Jikkyouchuu],6.87,7.65,-0.7800002,4557,1912,6460,Jul 2019 - Sep 2019,Oct 2014 - Dec 2023
Kujibiki♥Unbalance,6.23,7.01,-0.7800002,7759,8434,1372,Oct 2006 - Dec 2006,Sep 2006 - Dec 2007
Suki na Ko ga Megane wo Wasureta,7.28,8.06,-0.7800002,2676,632,32060,Jul 2023 - Dec 2023,Nov 2018 - Dec 2023
Boruto: Naruto Next Generations,6.06,6.85,-0.78999996,8582,10707,109412,Apr 2017 - Mar 2023,May 2016 - Dec 2023
Taimadou Gakuen 35 Shiken Shoutai,6.81,7.6,-0.78999996,4845,2212,3739,Oct 2015 - Dec 2015,May 2012 - Jul 2016
Kanokon,6.38,7.17,-0.78999996,7019,6166,2124,Apr 2008 - Jun 2008,Oct 2005 - Dec 2010
Mad★Bull 34,6.3,7.09,-0.78999996,7431,7218,1399,Dec 1990 - Aug 1992,Jul 1985 - Jan 1991
Denpa Kyoushi,6.87,7.66,-0.78999996,4535,1852,31333,Apr 2015 - Sep 2015,Nov 2011 - Mar 2017
"3x3 Eyes",6.71,7.5,-0.78999996,5296,2793,8486,Jul 1991 - Mar 1992,Nov 1987 - Aug 2002
Shin Chuuka Ichiban!,6.41,7.2,-0.78999996,6881,5788,449,Oct 2019 - Dec 2019,Dec 1996 - Apr 1999
Samurai Deeper Kyou,6.9,7.69,-0.78999996,4425,1674,24451,Jul 2002 - Dec 2002,May 1999 - May 2006
Kishuku Gakkou no Juliet,7.45,8.24,-0.78999996,1872,358,55956,Oct 2018 - Dec 2018,Jul 2015 - Sep 2019
Zetman,6.84,7.63,-0.78999996,4713,1996,40022,Apr 2012 - Jun 2012,Oct 2002 - Jul 2014
Sounan desu ka?,6.6,7.39,-0.78999996,5875,3735,5962,Jul 2019 - Sep 2019,Jan 2017 - Mar 2022
Sword Art Online,7.2,7.99,-0.78999996,3064,733,60538,Jul 2012 - Dec 2012,Apr 2009 - Dec 2023
Doupo Cangqiong,7.22,8.01,-0.79000044,2944,718,21754,Jan 2017 - Apr 2017,Jun 2012 - Dec 2023
Shonan Junai Gumi!,7.43,8.23,-0.7999997,1994,374,20373,Jan 1994 - Jan 1997,Sep 1990 - Sep 1996
"1 Pound no Fukuin",6.38,7.18,-0.7999997,6999,5994,2839,Dec 1988 - Dec 1988,Jul 1987 - Dec 2006
