"mid","title","rank","type","volumes","published","members","page_url","image_url","score","fixed_published"
13904,Kamisama Hajimemashita,116,Manga,"25",Feb 2008 - May 2016,85615,https://myanimelist.net/manga/8157/Kamisama_Hajimemashita,https://cdn.myanimelist.net/r/100x140/images/manga/1/269698.jpg?s=0074c6a88d3633968751c4481f10abb1,8.54,Feb 2008 - May 2016
13905,Amefurashi,11922,Manga,"2",Jun 2006 - Jun 2007,532,https://myanimelist.net/manga/14493/Amefurashi,https://cdn.myanimelist.net/r/100x140/images/manga/1/173659.jpg?s=468576348a1cb222025945209cdc513c,6.75,Jun 2006 - Jun 2007
13906,Ohisama ni Kiss,15751,Manga,"1",Dec 2014 - Feb 2015,1246,https://myanimelist.net/manga/120409/Ohisama_ni_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/2/225191.jpg?s=233fcb230cf8ae0a64ce0d86d8eb5833,6.4,Dec 2014 - Feb 2015
13908,Tejina-senpai,13866,Manga,"8",Feb 2016 - Feb 2021,14259,https://myanimelist.net/manga/97292/Tejina-senpai,https://cdn.myanimelist.net/r/100x140/images/manga/2/181510.jpg?s=5cbeaff738d56e98329b9a6d371a5da3,6.59,Feb 2016 - Feb 2021
13909,Hanasaku Bokura no Koiwazurai,13957,Manga,"1",Sep 2020 - Oct 2021,353,https://myanimelist.net/manga/144164/Hanasaku_Bokura_no_Koiwazurai,https://cdn.myanimelist.net/r/100x140/images/manga/2/255917.jpg?s=f2f739eae78a551699adb41f0fa4a7e1,6.59,Sep 2020 - Oct 2021
13910,Devil May Cry,2673,Light-Novel,"2",Apr 2002 - Dec 2003,3579,https://myanimelist.net/manga/1423/Devil_May_Cry,https://cdn.myanimelist.net/r/100x140/images/manga/3/162028.jpg?s=3a63207310b489dd91ff940ebfed1bd1,7.52,Apr 2002 - Dec 2003
13912,iShoujo,12037,Manga,"3",Feb 2014 - Aug 2014,2132,https://myanimelist.net/manga/67139/iShoujo,https://cdn.myanimelist.net/r/100x140/images/manga/2/131607.jpg?s=0679324f6fd7e7624574f24ddb035f9a,6.74,Feb 2014 - Aug 2014
13913,Second Life Ranker,2407,Manhwa,?,May 2019 -,13331,https://myanimelist.net/manga/147324/Second_Life_Ranker,https://cdn.myanimelist.net/r/100x140/images/manga/2/261257.jpg?s=abbe92ce5911ad91d554695829003751,7.56,May 2019 - Dec 2023
13914,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka 4-koma,9015,Manga,"2",Aug 2014 - May 2017,1962,https://myanimelist.net/manga/78475/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_4-koma,https://cdn.myanimelist.net/r/100x140/images/manga/2/156619.jpg?s=292500cbe71ee450b1c4566b8796fa87,6.96,Aug 2014 - May 2017
13915,Mizutama Honey Boy,1860,Manga,"10",Jan 2014 - Dec 2018,14959,https://myanimelist.net/manga/84339/Mizutama_Honey_Boy,https://cdn.myanimelist.net/r/100x140/images/manga/2/269058.jpg?s=b2da37a26cd08964b945cd969e4a0cca,7.66,Jan 2014 - Dec 2018
13916,Tarou-kun wa Yuganderu,14490,Manga,"1",Apr 2008 - Aug 2010,1631,https://myanimelist.net/manga/24735/Tarou-kun_wa_Yuganderu,https://cdn.myanimelist.net/r/100x140/images/manga/1/39765.jpg?s=1b6f4b7b34ea255e8a62a94318b0b1ae,6.54,Apr 2008 - Aug 2010
13917,Maria no Danzai,2834,Manga,?,May 2023 -,3201,https://myanimelist.net/manga/158707/Maria_no_Danzai,https://cdn.myanimelist.net/r/100x140/images/manga/2/281520.jpg?s=1b84439b0f189baedde3135fd4d2f6bb,7.5,May 2023 - Dec 2023
13918,Nina-san no Mahou Seikatsu,7778,Manga,?,Jan 2016 -,1795,https://myanimelist.net/manga/96402/Nina-san_no_Mahou_Seikatsu,https://cdn.myanimelist.net/r/100x140/images/manga/2/187400.jpg?s=c1e50bdd4bc65323b6a9c48962ccc6df,7.05,Jan 2016 - Dec 2023
13919,BlazBlue: Variable Heart,9578,Manga,"3",Jun 2016 - Dec 2017,1015,https://myanimelist.net/manga/99746/BlazBlue__Variable_Heart,https://cdn.myanimelist.net/r/100x140/images/manga/1/186722.jpg?s=8732b9b3e3f661a51fa3106479a95d06,6.92,Jun 2016 - Dec 2017
13921,Isekai de Slow Life wo (Ganbou),16795,Manga,?,Jul 2019 -,6131,https://myanimelist.net/manga/123959/Isekai_de_Slow_Life_wo_Ganbou,https://cdn.myanimelist.net/r/100x140/images/manga/1/231057.jpg?s=96fc818cc97d8352f4292bb9bc186fe6,6.2,Jul 2019 - Dec 2023
13922,Bari Haken,6015,Manga,"4",Mar 2008 - Nov 2008,1642,https://myanimelist.net/manga/5926/Bari_Haken,https://cdn.myanimelist.net/r/100x140/images/manga/2/151819.jpg?s=265c9f136592056cb62e93e9e7ac2651,7.18,Mar 2008 - Nov 2008
13923,Brave Star☆Romantics,13689,Manga,"3",Nov 2015 - Sep 2017,1088,https://myanimelist.net/manga/93707/Brave_Star☆Romantics,https://cdn.myanimelist.net/r/100x140/images/manga/2/179653.jpg?s=c7a23681c6608207f97aea26a8dd2bdc,6.61,Nov 2015 - Sep 2017
13924,Boushokuki no Ken,12583,Manga,?,Aug 2019 -,2685,https://myanimelist.net/manga/123777/Boushokuki_no_Ken,https://cdn.myanimelist.net/r/100x140/images/manga/1/229595.jpg?s=164433c0e1bcef4a5bb5c26cfd1bde7d,6.7,Aug 2019 - Dec 2023
13925,Yusuraume,15687,Doujinshi,?,Apr 2007 - Apr 2007,254,https://myanimelist.net/manga/26546/Yusuraume,https://cdn.myanimelist.net/r/100x140/images/manga/3/42671.jpg?s=1a8540e82646b6859050bf36c8a6acbf,6.41,Apr 2007 - Apr 2007
13927,Shiba-kun to Shepherd-san dj - Hug! Hug!,7592,Doujinshi,"1",Oct 2017 - Oct 2017,272,https://myanimelist.net/manga/115650/Shiba-kun_to_Shepherd-san_dj_-_Hug_Hug,https://cdn.myanimelist.net/r/100x140/images/manga/3/223751.jpg?s=e9bf2bb7597174d8ebe14530387453e4,7.06,Oct 2017 - Oct 2017
13928,Haruka na Machi e,767,Manga,"2",Apr 1998 - Nov 1998,19985,https://myanimelist.net/manga/3258/Haruka_na_Machi_e,https://cdn.myanimelist.net/r/100x140/images/manga/5/252366.jpg?s=bc77ea82bc08ee4625162dde69b399e2,7.98,Apr 1998 - Nov 1998
13929,Love-yan,9856,Manga,"22",Aug 2000 - May 2015,890,https://myanimelist.net/manga/2945/Love-yan,https://cdn.myanimelist.net/r/100x140/images/manga/2/115031.jpg?s=162a4e36d37fb6d8851abef888459340,6.9,Aug 2000 - May 2015
13930,Isekai Nonbiri Nouka,7791,Light-Novel,?,Oct 2017 -,4214,https://myanimelist.net/manga/110087/Isekai_Nonbiri_Nouka,https://cdn.myanimelist.net/r/100x140/images/manga/2/202587.jpg?s=e21ae940fa07e40ef2b5cbd18b0503e3,7.05,Oct 2017 - Dec 2023
13931,Gekijouban Naruto: Shippuuden - Kizuna,7251,Light-Novel,"1",Aug 2008 - Aug 2008,548,https://myanimelist.net/manga/96766/Gekijouban_Naruto__Shippuuden_-_Kizuna,https://cdn.myanimelist.net/r/100x140/images/manga/1/228882.jpg?s=2b6f14c2514e6e45a933a6d693818ec7,7.09,Aug 2008 - Aug 2008
13932,Hinadori no Waltz,7841,Manga,"9",Dec 2014 - May 2017,3046,https://myanimelist.net/manga/87306/Hinadori_no_Waltz,https://cdn.myanimelist.net/r/100x140/images/manga/2/187418.jpg?s=a732a825791603b03e910d22e6d65d07,7.05,Dec 2014 - May 2017
13933,Shihatsu Densha,12947,One-shot,?,Oct 2016 - Oct 2016,290,https://myanimelist.net/manga/102210/Shihatsu_Densha,https://cdn.myanimelist.net/r/100x140/images/manga/3/192991.jpg?s=893a05dc9dd83d3a4561d02b438e6ce1,6.67,Oct 2016 - Oct 2016
13934,Shin Koutarou Makaritooru! Juudouhen,1898,Manga,"27",Aug 1994 - Jan 2001,454,https://myanimelist.net/manga/8756/Shin_Koutarou_Makaritooru_Juudouhen,https://cdn.myanimelist.net/r/100x140/images/manga/2/183417.jpg?s=d6d1c954ef6e228a8b2118d9bfa85cc7,7.65,Aug 1994 - Jan 2001
13935,Himitsu no Recipe,4147,Manga,"2",Feb 2009 - Apr 2013,4812,https://myanimelist.net/manga/19787/Himitsu_no_Recipe,https://cdn.myanimelist.net/r/100x140/images/manga/5/81274.jpg?s=08142d2c6f6850cc8dfc4d13c6b58280,7.34,Feb 2009 - Apr 2013
13936,Kaworu-kun to Hana no Mori,6290,Manga,"2",Jul 2011 - Dec 2012,4116,https://myanimelist.net/manga/43567/Kaworu-kun_to_Hana_no_Mori,https://cdn.myanimelist.net/r/100x140/images/manga/4/126589.jpg?s=c4adda56978084b5f2c52206187a2c96,7.16,Jul 2011 - Dec 2012
13937,Hidan no Aria,4448,Manga,?,Sep 2009 -,9221,https://myanimelist.net/manga/17536/Hidan_no_Aria,https://cdn.myanimelist.net/r/100x140/images/manga/3/52897.jpg?s=72f65b59e15a6b346beb3e285f791ad5,7.32,Sep 2009 - Dec 2023
13938,Monsters,16410,One-shot,?,Oct 2008 - Oct 2008,960,https://myanimelist.net/manga/16896/Monsters,https://cdn.myanimelist.net/r/100x140/images/manga/1/25096.jpg?s=daf844ef3901cd7f598f172d8d640239,6.29,Oct 2008 - Oct 2008
13940,Seijo Futari no Isekai Burari Tabi,14992,Manga,"4",Mar 2018 - Oct 2020,881,https://myanimelist.net/manga/114538/Seijo_Futari_no_Isekai_Burari_Tabi,https://cdn.myanimelist.net/r/100x140/images/manga/1/224368.jpg?s=b7e5ad23e915ba9d53d897e4b912218a,6.49,Mar 2018 - Oct 2020
13941,Kuchibiru Kudasai,16519,One-shot,?,Nov 2010 - Nov 2010,546,https://myanimelist.net/manga/65979/Kuchibiru_Kudasai,https://cdn.myanimelist.net/r/100x140/images/manga/1/113121.jpg?s=d8913a2fc4e56c1525b3c3c42980bcc1,6.26,Nov 2010 - Nov 2010
13943,Cat's Eye,3576,Manga,"18",Jun 1981 - Jan 1985,3255,https://myanimelist.net/manga/1932/Cats_Eye,https://cdn.myanimelist.net/r/100x140/images/manga/3/175778.jpg?s=b55616eed6aaf061373182623b4ac54f,7.4,Jun 1981 - Jan 1985
13944,Manshuu Ahen Squad,3932,Manga,?,Apr 2020 -,4349,https://myanimelist.net/manga/125732/Manshuu_Ahen_Squad,https://cdn.myanimelist.net/r/100x140/images/manga/3/235098.jpg?s=db78ae21ec9fc0e0e1a10bfcc1722114,7.37,Apr 2020 - Dec 2023
13945,Josou Pandemic,14895,Manga,"2",Aug 2019 - Jul 2021,701,https://myanimelist.net/manga/134044/Josou_Pandemic,https://cdn.myanimelist.net/r/100x140/images/manga/1/241450.jpg?s=c6bcf54e9247680d510575de8eadd108,6.5,Aug 2019 - Jul 2021
13946,Shin Kidou Senki Gundam Wing: Episode Zero,3032,Manga,"1",Jul 1997 - Jul 1997,1836,https://myanimelist.net/manga/1546/Shin_Kidou_Senki_Gundam_Wing__Episode_Zero,https://cdn.myanimelist.net/r/100x140/images/manga/5/126995.jpg?s=ae0e351e122d9618c08204154f428029,7.47,Jul 1997 - Jul 1997
13949,Blue Gray no Kutsuoto,13235,One-shot,?,Apr 2012 - Apr 2012,223,https://myanimelist.net/manga/67093/Blue_Gray_no_Kutsuoto,https://cdn.myanimelist.net/r/100x140/images/manga/1/116351.jpg?s=b2cef37eaaa9105169b90ba94896c5a1,6.65,Apr 2012 - Apr 2012
13950,Buddy Go!,2038,Manga,"12",Sep 2014 - May 2018,5434,https://myanimelist.net/manga/89266/Buddy_Go,https://cdn.myanimelist.net/r/100x140/images/manga/3/156140.jpg?s=e6f46e998440e620e5d0b66100d8b12c,7.62,Sep 2014 - May 2018
13951,Sono Koi wa Ichigo no You ni,1776,Manga,"4",Aug 2018 - Jan 2021,1911,https://myanimelist.net/manga/140147/Sono_Koi_wa_Ichigo_no_You_ni,https://cdn.myanimelist.net/r/100x140/images/manga/3/254340.jpg?s=e1562aaf2e31eb9fcd8aac03368df2c2,7.67,Aug 2018 - Jan 2021
13952,Re:Marina,5827,Manga,"6",Apr 2013 - Apr 2015,13218,https://myanimelist.net/manga/58711/Re_Marina,https://cdn.myanimelist.net/r/100x140/images/manga/3/113773.jpg?s=52c2146d8b499288b640fe117fa9ca9e,7.2,Apr 2013 - Apr 2015
13953,Reijou to Playboy,8401,Manga,"1",Apr 2009 - Apr 2009,729,https://myanimelist.net/manga/32123/Reijou_to_Playboy,https://cdn.myanimelist.net/r/100x140/images/manga/3/58947.jpg?s=457607cdcf0ae4c98a81da68e7da77c2,7.01,Apr 2009 - Apr 2009
13955,Sakazuki-san Chi no Gikyoudai,8302,Manga,"4",Mar 2017 - Sep 2018,650,https://myanimelist.net/manga/110398/Sakazuki-san_Chi_no_Gikyoudai,https://cdn.myanimelist.net/r/100x140/images/manga/3/202407.jpg?s=c12b0c1b221e45434df9d88cfe883de4,7.02,Mar 2017 - Sep 2018
13956,Tokushu Seiheki Kyoushitsu e Youkoso,17421,Manga,?,Oct 2018 -,1258,https://myanimelist.net/manga/119473/Tokushu_Seiheki_Kyoushitsu_e_Youkoso,https://cdn.myanimelist.net/r/100x140/images/manga/3/219820.jpg?s=55afa9f7d38a1757d4a3c81fe468f5c6,5.92,Oct 2018 - Dec 2023
13957,Saotome Shimai wa Manga no Tame nara!?,13503,Manga,"10",Jun 2018 - Jun 2021,14211,https://myanimelist.net/manga/114829/Saotome_Shimai_wa_Manga_no_Tame_nara,https://cdn.myanimelist.net/r/100x140/images/manga/1/212665.jpg?s=765ae419b0c367aa57e8acfe02d56bce,6.63,Jun 2018 - Jun 2021
13958,Shi ga Futari wo Wakatsu made,853,Manga,"26",Jun 2005 - Nov 2015,29298,https://myanimelist.net/manga/1456/Shi_ga_Futari_wo_Wakatsu_made,https://cdn.myanimelist.net/r/100x140/images/manga/3/167767.jpg?s=6081026a30222141aa4f0c650abde62e,7.94,Jun 2005 - Nov 2015
13959,Koi no Kaikata,14445,Manga,"1",Jun 2003 -,367,https://myanimelist.net/manga/6050/Koi_no_Kaikata,https://cdn.myanimelist.net/r/100x140/images/manga/2/7753.jpg?s=759ad515334662ec1ea51f3c2bcaf776,6.54,Jun 2003 - Dec 2023
13960,Diamond no Brass!!: Seidou Koukou Suisougaku-bu,6562,Manga,"3",Jul 2015 - May 2016,635,https://myanimelist.net/manga/92491/Diamond_no_Brass__Seidou_Koukou_Suisougaku-bu,https://cdn.myanimelist.net/r/100x140/images/manga/1/191529.jpg?s=c893aff441be2dd357626f0f930b77bc,7.14,Jul 2015 - May 2016
13961,Natsumeki!!,6488,Manga,"8",Mar 2011 - Jul 2013,1145,https://myanimelist.net/manga/28827/Natsumeki,https://cdn.myanimelist.net/r/100x140/images/manga/3/205637.jpg?s=e286cc82b929d7b3615abac80c5d5d87,7.14,Mar 2011 - Jul 2013
13962,"Kamisama, Kisama wo Koroshitai.",11744,Manga,?,Sep 2013 -,4784,https://myanimelist.net/manga/76641/Kamisama_Kisama_wo_Koroshitai,https://cdn.myanimelist.net/r/100x140/images/manga/3/132589.jpg?s=015b5f4fb9f32df473a94e40cb3252b0,6.77,Sep 2013 - Dec 2023
13965,"Negai wo Kanaete Moraou to Akuma wo Shoukan shita kedo, Kawaikatta node Kekkon shimashita: Akuma no Niizuma",5198,Manga,?,Jun 2020 -,7154,https://myanimelist.net/manga/127694/Negai_wo_Kanaete_Moraou_to_Akuma_wo_Shoukan_shita_kedo_Kawaikatta_node_Kekkon_shimashita__Akuma_no_Niizuma,https://cdn.myanimelist.net/r/100x140/images/manga/3/238968.jpg?s=ef46b2c0a7efce9e54de6b8523b639eb,7.25,Jun 2020 - Dec 2023
13966,Baki-dou,3924,Manga,"17",Oct 2018 - Jun 2023,9121,https://myanimelist.net/manga/115749/Baki-dou,https://cdn.myanimelist.net/r/100x140/images/manga/1/219874.jpg?s=54ee40d73d0aeb99e1ed337963690a97,7.37,Oct 2018 - Jun 2023
13968,Iberis no Hanayome,10313,Manga,"2",Dec 2021 - Dec 2022,392,https://myanimelist.net/manga/145948/Iberis_no_Hanayome,https://cdn.myanimelist.net/r/100x140/images/manga/3/262449.jpg?s=18f437e268d51e6ed313e7653e5e3c1b,6.87,Dec 2021 - Dec 2022
13969,Kill la Kill,10942,Manga,"3",Oct 2013 - Feb 2015,14790,https://myanimelist.net/manga/58391/Kill_la_Kill,https://cdn.myanimelist.net/r/100x140/images/manga/1/108467.jpg?s=91f1690644ec158c04d3c951df8ad523,6.83,Oct 2013 - Feb 2015
13970,Guin Saga,6198,Manga,"6",Jan 2007 - Jun 2010,1666,https://myanimelist.net/manga/15150/Guin_Saga,https://cdn.myanimelist.net/r/100x140/images/manga/2/274405.jpg?s=d84854d68bf234b52893b1a053a731ed,7.17,Jan 2007 - Jun 2010
13971,Shoujo Shuumatsu Ryokou,49,Manga,"6",Feb 2014 - Jan 2018,60835,https://myanimelist.net/manga/72467/Shoujo_Shuumatsu_Ryokou,https://cdn.myanimelist.net/r/100x140/images/manga/1/185918.jpg?s=44c3242dd3af65565f72a5ce5a999853,8.7,Feb 2014 - Jan 2018
13972,Fukukaichou Ganbaru.,16875,Manga,"1",Aug 2016 - Oct 2017,2831,https://myanimelist.net/manga/99696/Fukukaichou_Ganbaru,https://cdn.myanimelist.net/r/100x140/images/manga/3/202842.jpg?s=1dad713d9e3f62a4a9c2c8e5e02a6d10,6.18,Aug 2016 - Oct 2017
13973,Chitose-kun wa Ramune Bin no Naka,1132,Light-Novel,?,Jun 2019 -,2147,https://myanimelist.net/manga/130231/Chitose-kun_wa_Ramune_Bin_no_Naka,https://cdn.myanimelist.net/r/100x140/images/manga/3/235707.jpg?s=2e6579ba53cf684a746cbbcef59417e6,7.84,Jun 2019 - Dec 2023
13974,Precious Daughter of the Greatest Martial Arts Villain,10321,Manhwa,?,Mar 2021 -,1443,https://myanimelist.net/manga/148870/Precious_Daughter_of_the_Greatest_Martial_Arts_Villain,https://cdn.myanimelist.net/r/100x140/images/manga/1/264149.jpg?s=4beb925186953ac42f1acb7c46130f15,6.87,Mar 2021 - Dec 2023
13975,Kowloon Generic Romance,1649,Manga,?,Nov 2019 -,16762,https://myanimelist.net/manga/122863/Kowloon_Generic_Romance,https://cdn.myanimelist.net/r/100x140/images/manga/2/227283.jpg?s=df1b6e339179fe080ff547daa43f9a71,7.7,Nov 2019 - Dec 2023
13976,Esprit,5170,Manga,"8",Sep 2008 - Feb 2011,2301,https://myanimelist.net/manga/13278/Esprit,https://cdn.myanimelist.net/r/100x140/images/manga/2/50571.jpg?s=5f2f9572498579fd28005c3dcfbdacf8,7.25,Sep 2008 - Feb 2011
13977,Nanatsu no Tanpen,6840,Manga,"1",Mar 2004 - Jun 2014,4159,https://myanimelist.net/manga/81575/Nanatsu_no_Tanpen,https://cdn.myanimelist.net/r/100x140/images/manga/3/141177.jpg?s=d4651887bf72d3944c3aefb051783424,7.12,Mar 2004 - Jun 2014
13978,Meister,7326,Manga,"2",Dec 2008 - Feb 2009,1513,https://myanimelist.net/manga/11550/Meister,https://cdn.myanimelist.net/r/100x140/images/manga/1/178911.jpg?s=e61a9c42d8b1aa44a8e14d0c76706619,7.08,Dec 2008 - Feb 2009
13979,Girigiri Out,15619,Manga,"6",Sep 2012 - May 2018,2171,https://myanimelist.net/manga/59065/Girigiri_Out,https://cdn.myanimelist.net/r/100x140/images/manga/1/209760.jpg?s=485a690e57c52270159cd119ff3e0582,6.42,Sep 2012 - May 2018
13980,Nikkan Tachibana,15813,Manga,"1",Jun 1999 - Nov 1999,367,https://myanimelist.net/manga/10496/Nikkan_Tachibana,https://cdn.myanimelist.net/r/100x140/images/manga/1/181068.jpg?s=187ed6ff74f2e72d1dcab4094297010d,6.39,Jun 1999 - Nov 1999
13981,ReRe Hello,1553,Manga,"11",Mar 2013 - Sep 2016,18063,https://myanimelist.net/manga/49537/ReRe_Hello,https://cdn.myanimelist.net/r/100x140/images/manga/1/183754.jpg?s=950bfc79dfe147a41df3d96a1c82be0e,7.73,Mar 2013 - Sep 2016
13982,Legendary Ranker's Comeback,15363,Manhwa,?,Apr 2023 -,601,https://myanimelist.net/manga/157590/Legendary_Rankers_Comeback,https://cdn.myanimelist.net/r/100x140/images/manga/1/279899.jpg?s=c1520301ffaae049d2b7424099ffae10,6.45,Apr 2023 - Dec 2023
13983,Crimsons: Akai Koukaishatachi,7898,Manga,"4",Jan 2011 - Sep 2012,1421,https://myanimelist.net/manga/35047/Crimsons__Akai_Koukaishatachi,https://cdn.myanimelist.net/r/100x140/images/manga/3/65581.jpg?s=36eff37573c3cc68b60f712ee74d105a,7.04,Jan 2011 - Sep 2012
13984,Kimi no Kiss de Me wo Samasu,6707,Manga,"1",Jan 2014 - Jan 2014,2858,https://myanimelist.net/manga/70245/Kimi_no_Kiss_de_Me_wo_Samasu,https://cdn.myanimelist.net/r/100x140/images/manga/2/120715.jpg?s=5bc303e3699c8128892b17f9284829a2,7.13,Jan 2014 - Jan 2014
13985,"No Way, Vampires Don't Exist!",10123,Manhwa,?,Dec 2019 - Mar 2021,380,https://myanimelist.net/manga/148374/No_Way_Vampires_Dont_Exist,https://cdn.myanimelist.net/r/100x140/images/manga/2/263233.jpg?s=19b5a5e203a6dc914dcb3690951ea80c,6.89,Dec 2019 - Mar 2021
13987,Nakasareta!,16331,One-shot,?,May 2004 - May 2004,543,https://myanimelist.net/manga/8983/Nakasareta,https://cdn.myanimelist.net/r/100x140/images/manga/3/15090.jpg?s=fdaf44e7007e8004cf48c349a30b7b65,6.31,May 2004 - May 2004
13988,Rettougan no Tensei Majutsushi: Shiitagerareta Motoyuusha wa Mirai no Sekai wo Yoyuu de Ikinuku,15998,Manga,?,Nov 2018 -,16051,https://myanimelist.net/manga/119997/Rettougan_no_Tensei_Majutsushi__Shiitagerareta_Motoyuusha_wa_Mirai_no_Sekai_wo_Yoyuu_de_Ikinuku,https://cdn.myanimelist.net/r/100x140/images/manga/1/218540.jpg?s=630d6eb1f9a02b444b0113be0bc5b011,6.36,Nov 2018 - Dec 2023
13989,Renai Tripper,11287,Manga,"1",Aug 2006 - Aug 2006,591,https://myanimelist.net/manga/14099/Renai_Tripper,https://cdn.myanimelist.net/r/100x140/images/manga/1/264405.jpg?s=69fccd7d22161178d15b00a3ad480748,6.8,Aug 2006 - Aug 2006
13990,Wanted,4414,Manga,"1",Aug 2003 - Oct 2004,10107,https://myanimelist.net/manga/1191/Wanted,https://cdn.myanimelist.net/r/100x140/images/manga/2/165150.jpg?s=56c5bbe891a2ed485eda8d5ce3412556,7.32,Aug 2003 - Oct 2004
13991,Ginga no Shinanai Kodomotachi e,896,Manga,"2",Feb 2017 - Aug 2018,1312,https://myanimelist.net/manga/115230/Ginga_no_Shinanai_Kodomotachi_e,https://cdn.myanimelist.net/r/100x140/images/manga/3/221731.jpg?s=3e51359fd82d55f23b61911f45f587b9,7.92,Feb 2017 - Aug 2018
13992,Bokura wa Mahou Shounen,6687,Manga,"7",Mar 2018 - Aug 2021,571,https://myanimelist.net/manga/115631/Bokura_wa_Mahou_Shounen,https://cdn.myanimelist.net/r/100x140/images/manga/1/220834.jpg?s=5e46ca95a9b1b6c9b7886f31e212ff0e,7.13,Mar 2018 - Aug 2021
13993,Beelzebub,1982,Light-Novel,"3",May 2011 - Sep 2012,1509,https://myanimelist.net/manga/77849/Beelzebub,https://cdn.myanimelist.net/r/100x140/images/manga/3/263071.jpg?s=d9deed0a57b4af344d1a3fdc5e93c77a,7.64,May 2011 - Sep 2012
13994,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,13450,Manga,"12",Aug 2008 - Sep 2016,7154,https://myanimelist.net/manga/11793/Oniichan_no_Koto_nanka_Zenzen_Suki_ja_Nai_n_da_kara_ne,https://cdn.myanimelist.net/r/100x140/images/manga/3/158615.jpg?s=2e89245d5ea1a42deff2a3aaac6e62aa,6.63,Aug 2008 - Sep 2016
13995,Ninja Shinobu-san no Junjou,1722,Manga,"5",Nov 2014 - Apr 2017,9576,https://myanimelist.net/manga/105071/Ninja_Shinobu-san_no_Junjou,https://cdn.myanimelist.net/r/100x140/images/manga/1/192532.jpg?s=31c5feb7f663fad976cb3f5ea129f33d,7.68,Nov 2014 - Apr 2017
13996,Shichinin no Nana,14436,Manga,"3",Nov 2001 - May 2002,518,https://myanimelist.net/manga/3648/Shichinin_no_Nana,https://cdn.myanimelist.net/r/100x140/images/manga/2/4065.jpg?s=3241fd08aa5ca32e27eac07a5c14e99e,6.54,Nov 2001 - May 2002
13998,Hana wa Nisemono,16871,Manga,"1",Dec 2012 - Apr 2015,741,https://myanimelist.net/manga/92471/Hana_wa_Nisemono,https://cdn.myanimelist.net/r/100x140/images/manga/2/162732.jpg?s=23f559bdfad03ba654534a7222dadd9d,6.18,Dec 2012 - Apr 2015
13999,Tensei shitara Akari dake Slime Datta Ken,5026,Manga,?,Feb 2021 -,455,https://myanimelist.net/manga/126004/Tensei_shitara_Akari_dake_Slime_Datta_Ken,https://cdn.myanimelist.net/r/100x140/images/manga/1/250028.jpg?s=09087d94430826482711f8826d94047d,7.27,Feb 2021 - Dec 2023
14000,Butai Shoujo☆Kageki Revue Starlight: The Live #2 - Transition,7383,Manga,"2",Jan 2019 - Nov 2019,340,https://myanimelist.net/manga/122838/Butai_Shoujo☆Kageki_Revue_Starlight__The_Live_2_-_Transition,https://cdn.myanimelist.net/r/100x140/images/manga/1/227091.jpg?s=d786dfcd5963bfbd3847309f82c2ca6f,7.08,Jan 2019 - Nov 2019
14002,Danganronpa Togami,14114,Light-Novel,"3",Nov 2015 - Feb 2017,1465,https://myanimelist.net/manga/100570/Danganronpa_Togami,https://cdn.myanimelist.net/r/100x140/images/manga/3/182138.jpg?s=6dc602ad51a5643d03277d0d2c0bd254,6.57,Nov 2015 - Feb 2017
14003,Me ni wa Sayaka ni,5856,Manga,"1",May 2011 - Sep 2012,584,https://myanimelist.net/manga/44185/Me_ni_wa_Sayaka_ni,https://cdn.myanimelist.net/r/100x140/images/manga/2/77899.jpg?s=c93cfd1014f032cbecfd57fc752c04f3,7.2,May 2011 - Sep 2012
14004,Who Made Me a Princess,170,Manhwa,"9",Dec 2017 - Apr 2022,44361,https://myanimelist.net/manga/121269/Who_Made_Me_a_Princess,https://cdn.myanimelist.net/r/100x140/images/manga/1/222587.jpg?s=cecf3c4b967303b8718e6158a2127177,8.44,Dec 2017 - Apr 2022
14005,Dragon Half,4063,Manga,"7",Jan 1988 - Apr 1995,3857,https://myanimelist.net/manga/3239/Dragon_Half,https://cdn.myanimelist.net/r/100x140/images/manga/3/104187.jpg?s=04f2040be73f44de09606aa57c77d46d,7.35,Jan 1988 - Apr 1995
14006,Kimi ni Suki tte Iwasetai,5038,Manga,"1",Jul 2016 - Jun 2018,1179,https://myanimelist.net/manga/116410/Kimi_ni_Suki_tte_Iwasetai,https://cdn.myanimelist.net/r/100x140/images/manga/1/213263.jpg?s=33fcd58d33109cdf1cd43ccd34503b30,7.26,Jul 2016 - Jun 2018
